,adjective,count,score,mean
4544,uproarious,0,0.0,
4545,upset,19,1763.0,92.78947368421052
4546,upsetting,4,362.0,90.5
4547,upstairs,878,82781.0,94.28359908883827
4548,uptight,4,368.0,92.0
4549,up-to-date,9,848.0,94.22222222222223
4550,up-to-the-minute,0,0.0,
4551,upward,1,100.0,100.0
4552,urbane,0,0.0,
4553,urgent,12,1142.0,95.16666666666667
4554,usable,28,2642.0,94.35714285714286
4555,used,1740,163965.0,94.23275862068965
4556,useful,468,44699.0,95.51068376068376
4557,useless,1,98.0,98.0
4558,usual,121,11504.0,95.07438016528926
4559,utilitarian,2,180.0,90.0
4560,utopian,0,0.0,
4561,utter,3,292.0,97.33333333333333
4562,uttermost,1,96.0,96.0
4563,vacant,6,563.0,93.83333333333333
4564,vacillating,0,0.0,
4565,vacuous,0,0.0,
4566,vagabond,0,0.0,
4567,vagrant,0,0.0,
4568,vague,5,388.0,77.6
4569,vain,0,0.0,
4570,valiant,0,0.0,
4571,valid,1,96.0,96.0
4572,valorous,0,0.0,
4573,valuable,62,5875.0,94.75806451612904
4574,vanishing,2,183.0,91.5
4575,vapid,0,0.0,
4576,vaporous,0,0.0,
4577,variable,1,97.0,97.0
4578,varied,19,1805.0,95.0
4579,various,350,33447.0,95.56285714285714
4580,varying,10,933.0,93.3
4581,vast,22,2074.0,94.27272727272727
4582,vegetable,27,2595.0,96.11111111111111
4583,vegetarian,26,2454.0,94.38461538461539
4584,vegetative,0,0.0,
4585,vehement,0,0.0,
4586,velvety,0,0.0,
4587,venal,0,0.0,
4588,venerable,0,0.0,
4589,vengeful,0,0.0,
4590,venomous,1,91.0,91.0
4591,venturesome,0,0.0,
4592,venturous,0,0.0,
4593,veracious,0,0.0,
4594,verbal,6,574.0,95.66666666666667
4595,verbose,0,0.0,
4596,verdant,7,680.0,97.14285714285714
4597,verifiable,0,0.0,
4598,verified,3,260.0,86.66666666666667
4599,veritable,4,391.0,97.75
4600,vernacular,1,92.0,92.0
4601,versatile,1,94.0,94.0
4602,versed,4,389.0,97.25
4603,vertical,2,192.0,96.0
4604,very,69986,6648258.0,94.99411310833595
4605,vexed,0,0.0,
4606,vexing,0,0.0,
4607,viable,2,195.0,97.5
4608,vibrant,183,17410.0,95.13661202185793
4609,vibrating,2,199.0,99.5
4610,vicarious,0,0.0,
4611,vicious,0,0.0,
4612,victorious,0,0.0,
4613,vigilant,2,179.0,89.5
4614,vigorous,3,286.0,95.33333333333333
4615,vile,0,0.0,
4616,villainous,0,0.0,
4617,vindictive,0,0.0,
4618,vinegary,0,0.0,
4619,violent,0,0.0,
4620,violet,5,498.0,99.6
4621,viperous,0,0.0,
4622,viral,0,0.0,
4623,virtual,8,747.0,93.375
4624,virtuous,0,0.0,
4625,virulent,0,0.0,
4626,visceral,1,95.0,95.0
4627,viscous,0,0.0,
4628,visible,37,3519.0,95.10810810810811
4629,visionary,2,188.0,94.0
4630,visual,6,566.0,94.33333333333333
4631,vital,5,476.0,95.2
4632,vitriolic,0,0.0,
4633,vivacious,0,0.0,
4634,vivid,2,188.0,94.0
4635,vocal,5,480.0,96.0
4636,vocational,0,0.0,
4637,voiceless,0,0.0,
4638,volatile,0,0.0,
4639,volcanic,0,0.0,
4640,voluminous,3,288.0,96.0
4641,voluntary,1,96.0,96.0
4642,voluptuous,0,0.0,
4643,voracious,0,0.0,
4644,vulgar,0,0.0,
4645,vulnerable,0,0.0,
4646,wacky,3,282.0,94.0
4647,wailing,0,0.0,
4648,waiting,808,77062.0,95.37376237623762
4649,wakeful,0,0.0,
4650,wandering,84,7932.0,94.42857142857143
4651,wanting,341,32419.0,95.07038123167156
4652,wanton,0,0.0,
4653,warlike,0,0.0,
4654,warm,3354,320302.0,95.49850924269529
4655,warmest,15,1427.0,95.13333333333334
4656,warning,58,5443.0,93.84482758620689
4657,warring,0,0.0,
4658,wary,19,1778.0,93.57894736842105
4659,waspish,0,0.0,
4660,waste,19,1775.0,93.42105263157895
4661,wasted,10,933.0,93.3
4662,wasteful,3,275.0,91.66666666666667
4663,watchful,1,95.0,95.0
4664,waterlogged,0,0.0,
4665,waterproof,2,193.0,96.5
4666,watertight,0,0.0,
4667,watery,2,184.0,92.0
4668,wavering,0,0.0,
4669,wax,0,0.0,
4670,waxen,0,0.0,
4671,weak,33,2970.0,90.0
4672,weakened,0,0.0,
4673,weak-willed,0,0.0,
4674,wealthy,1,98.0,98.0
4675,wearisome,0,0.0,
4676,weary,52,5003.0,96.21153846153847
4677,wee,42,3926.0,93.47619047619048
4678,weedy,0,0.0,
4679,week-long,66,6282.0,95.18181818181819
4680,weekly,25,2356.0,94.24
4681,weightless,0,0.0,
4682,weighty,0,0.0,
4683,weird,76,7022.0,92.39473684210526
4684,welcoming,4425,423264.0,95.65288135593221
4685,well,11069,1054698.0,95.28394615593098
4686,well-adjusted,0,0.0,
4687,well-argued,0,0.0,
4688,well-aware,0,0.0,
4689,well-balanced,0,0.0,
4690,well-behaved,20,1928.0,96.4
4691,well-built,0,0.0,
4692,well-conceived,0,0.0,
4693,well-considered,1,96.0,96.0
4694,well-crafted,5,478.0,95.6
4695,well-deserved,1,97.0,97.0
4696,well-developed,0,0.0,
4697,well-done,4,383.0,95.75
4698,well-dressed,0,0.0,
4699,well-educated,0,0.0,
4700,well-equipped,178,17032.0,95.68539325842697
4701,well-established,0,0.0,
4702,well-founded,0,0.0,
4703,well-groomed,0,0.0,
4704,well-heeled,0,0.0,
4705,well-honed,0,0.0,
4706,well-informed,3,290.0,96.66666666666667
4707,well-intentioned,0,0.0,
4708,well-kempt,0,0.0,
4709,well-known,4,387.0,96.75
4710,well-liked,0,0.0,
4711,well-lit,38,3596.0,94.63157894736842
4712,well-made,0,0.0,
4713,well-maintained,43,4142.0,96.32558139534883
4714,well-mannered,5,485.0,97.0
4715,well-meaning,1,93.0,93.0
4716,well-off,0,0.0,
4717,well-placed,7,669.0,95.57142857142857
4718,well-planned,4,383.0,95.75
4719,well-prepared,14,1317.0,94.07142857142857
4720,well-qualified,0,0.0,
4721,well-read,1,95.0,95.0
4722,well-received,0,0.0,
4723,well-rounded,2,197.0,98.5
4724,well-spoken,0,0.0,
4725,well-suited,7,662.0,94.57142857142857
4726,well-thought-of,0,0.0,
4727,well-thought-out,1,92.0,92.0
4728,well-to-do,0,0.0,
4729,well-traveled,3,287.0,95.66666666666667
4730,well-used,4,356.0,89.0
4731,well-versed,1,91.0,91.0
4732,well-worn,1,96.0,96.0
4733,well-written,2,196.0,98.0
4734,west,1136,108737.0,95.71919014084507
4735,western,36,3343.0,92.86111111111111
4736,wet,66,6177.0,93.5909090909091
4737,what,5892,558517.0,94.79243041412084
4738,wheezing,0,0.0,
4739,which,11167,1055514.0,94.52082027402167
4740,whimpering,0,0.0,
4741,whimsical,25,2414.0,96.56
4742,whining,1,97.0,97.0
4743,whispering,1,98.0,98.0
4744,whistling,1,96.0,96.0
4745,white,240,22602.0,94.175
4746,whole,1770,168374.0,95.12655367231639
4747,wholehearted,0,0.0,
4748,wholesale,0,0.0,
4749,wholesome,7,681.0,97.28571428571429
4750,whooping,0,0.0,
4751,whopping,3,286.0,95.33333333333333
4752,whose,32,3018.0,94.3125
4753,wicked,16,1524.0,95.25
4754,wide,122,11591.0,95.00819672131148
4755,wide-eyed,1,91.0,91.0
4756,wide-ranging,3,291.0,97.0
4757,widespread,0,0.0,
4758,wiggly,1,97.0,97.0
4759,wild,24,2297.0,95.70833333333333
4760,willful,0,0.0,
4761,willing,565,53691.0,95.0283185840708
4762,wily,0,0.0,
4763,windy,13,1247.0,95.92307692307692
4764,winning,5,482.0,96.4
4765,winsome,0,0.0,
4766,winter,95,9027.0,95.02105263157895
4767,wintery,1,95.0,95.0
4768,wiry,0,0.0,
4769,wise,36,3441.0,95.58333333333333
4770,wishful,1,92.0,92.0
4771,wispy,0,0.0,
4772,wistful,0,0.0,
4773,withering,0,0.0,
4774,witless,0,0.0,
4775,witty,5,464.0,92.8
4776,wizardly,0,0.0,
4777,wobbly,1,96.0,96.0
4778,woeful,0,0.0,
4779,wolfish,0,0.0,
4780,wonderful,9899,950119.0,95.98131124355996
4781,wondrous,4,386.0,96.5
4782,wonted,0,0.0,
4783,wood,174,16659.0,95.74137931034483
4784,wooden,80,7673.0,95.9125
4785,wooing,0,0.0,
4786,wool,5,482.0,96.4
4787,woolen,0,0.0,
4788,woozy,0,0.0,
4789,wordless,0,0.0,
4790,wordy,0,0.0,
4791,work,2416,227474.0,94.15314569536424
4792,workable,4,380.0,95.0
4793,working,625,58699.0,93.9184
4794,work-oriented,0,0.0,
4795,worldly,3,293.0,97.66666666666667
4796,worn,35,3143.0,89.8
4797,worndown,0,0.0,
4798,wornout,0,0.0,
4799,worried,181,17147.0,94.73480662983425
4800,worrisome,0,0.0,
4801,worrying,37,3508.0,94.8108108108108
4802,worse,21,1930.0,91.9047619047619
4803,worshipful,0,0.0,
4804,worst,45,4109.0,91.31111111111112
4805,worth,715,67718.0,94.71048951048951
4806,worthless,0,0.0,
4807,worthwhile,12,1142.0,95.16666666666667
4808,worthy,18,1723.0,95.72222222222223
4809,wounding,0,0.0,
4810,wrathful,0,0.0,
4811,wrenching,0,0.0,
4812,wretched,0,0.0,
4813,wriggling,0,0.0,
4814,wriggly,0,0.0,
4815,wrinkled,7,655.0,93.57142857142857
4816,wrinkly,1,99.0,99.0
4817,written,137,12999.0,94.88321167883211
4818,wrong,196,18590.0,94.84693877551021
4819,wrongful,0,0.0,
4820,wry,1,94.0,94.0
4821,yawning,0,0.0,
4822,yearly,10,944.0,94.4
4823,yearning,2,192.0,96.0
4824,yellow,51,4818.0,94.47058823529412
4825,yelping,0,0.0,
4826,yielding,0,0.0,
4827,young,378,35560.0,94.07407407407408
4828,younger,50,4734.0,94.68
4829,youngest,11,1064.0,96.72727272727273
4830,youthful,3,285.0,95.0
4831,yummy,275,26443.0,96.15636363636364
4832,zany,0,0.0,
4833,zealous,0,0.0,
4834,zestful,0,0.0,
4835,zesty,0,0.0,
4836,zippy,1,99.0,99.0
4837,zonked,0,0.0,
4838,zoological,0,0.0,
